adm3_psgc,municipality_city,province_psgc,region_psgc,population_2010,population_2015,population_2020,population_2024,total_osm_records,businesses_accommodation,businesses_automotive,businesses_education,businesses_financial_services,businesses_food,businesses_healthcare,businesses_other,businesses_personal_services,businesses_professional_services,businesses_public_services,businesses_retail,businesses_skilled_trades,businesses_technology,businesses_tourism,businesses_per_1000_people,businesses_accommodation_per_1000_people,businesses_automotive_per_1000_people,businesses_education_per_1000_people,businesses_financial_services_per_1000_people,businesses_food_per_1000_people,businesses_healthcare_per_1000_people,businesses_other_per_1000_people,businesses_personal_services_per_1000_people,businesses_professional_services_per_1000_people,businesses_public_services_per_1000_people,businesses_retail_per_1000_people,businesses_skilled_trades_per_1000_people,businesses_technology_per_1000_people,businesses_tourism_per_1000_people
300804000,Dinalupihan,300800000.0,300000000.0,97275.0,106371.0,118209.0,124188.0,182,3,14,44,4,17,4,18,4,1,13,54,0,6,0,1.4655200180371695,0.024156923374239057,0.11273230907978227,0.35430154282217285,0.03220923116565207,0.13688923245402132,0.03220923116565207,0.14494154024543435,0.03220923116565207,0.008052307791413018,0.10468000128836925,0.434824620736303,0.0,0.04831384674847811,0.0
300805000,Hermosa,300800000.0,300000000.0,56997.0,65862.0,77443.0,80557.0,142,6,11,22,7,14,5,26,1,2,12,33,0,2,1,1.7627270131707984,0.07448142309172387,0.13654927566816044,0.2730985513363209,0.08689499360701118,0.17378998721402236,0.06206785257643656,0.32275283339747013,0.012413570515287312,0.024827141030574623,0.14896284618344774,0.4096478270044813,0.0,0.024827141030574623,0.012413570515287312
300806000,Limay,300800000.0,300000000.0,57207.0,68071.0,78272.0,81960.0,158,16,6,19,5,13,9,31,0,1,29,25,1,3,0,1.927769643728648,0.1952171791117618,0.07320644216691069,0.23182040019521719,0.061005368472425575,0.1586139580283065,0.10980966325036604,0.3782332845290386,0.0,0.012201073694485113,0.3538311371400683,0.30502684236212785,0.012201073694485113,0.036603221083455345,0.0
300807000,Mariveles,300800000.0,300000000.0,112707.0,127536.0,149879.0,156200.0,320,25,18,39,15,22,14,57,1,5,41,54,1,17,11,2.0486555697823303,0.16005121638924455,0.11523687580025609,0.2496798975672215,0.09603072983354674,0.14084507042253522,0.08962868117797695,0.3649167733674776,0.006402048655569782,0.03201024327784891,0.26248399487836105,0.34571062740076824,0.006402048655569782,0.1088348271446863,0.07042253521126761
300808000,Morong,300800000.0,300000000.0,26171.0,29901.0,35394.0,37024.0,111,29,4,11,5,7,5,28,1,0,6,5,0,2,8,2.998055315471046,0.783275713050994,0.10803802938634399,0.29710458081244595,0.13504753673293,0.189066551426102,0.13504753673293,0.756266205704408,0.027009507346585998,0.0,0.162057044079516,0.13504753673293,0.0,0.054019014693171996,0.21607605877268798
300809000,Orani,300800000.0,300000000.0,61099.0,66909.0,70342.0,72941.0,157,1,13,22,5,16,8,29,2,3,10,45,0,3,0,2.1524245623174894,0.013709710588009487,0.17822623764412335,0.3016136329362087,0.06854855294004744,0.21935536940815178,0.10967768470407589,0.39758160705227513,0.027419421176018973,0.04112913176402846,0.13709710588009488,0.616936976460427,0.0,0.04112913176402846,0.0
300810000,Orion,300800000.0,300000000.0,51454.0,56002.0,60771.0,63044.0,127,3,10,18,9,10,8,25,1,1,10,27,0,5,0,2.0144660871772095,0.04758581308292621,0.15861937694308736,0.28551487849755725,0.14275743924877862,0.15861937694308736,0.12689550155446988,0.3965484423577184,0.015861937694308735,0.015861937694308735,0.15861937694308736,0.4282723177463359,0.0,0.07930968847154368,0.0
300811000,Pilar,300800000.0,300000000.0,39787.0,41823.0,46239.0,47107.0,189,4,15,16,7,14,10,28,0,0,40,45,2,2,6,4.01214256904494,0.08491307024433736,0.3184240134162651,0.33965228097734945,0.14859787292759039,0.29719574585518077,0.21228267561084338,0.5943914917103615,0.0,0.0,0.8491307024433735,0.9552720402487952,0.04245653512216868,0.04245653512216868,0.12736960536650604
300812000,Samal,300800000.0,300000000.0,33578.0,35298.0,38302.0,40843.0,73,1,4,14,3,2,2,17,0,0,8,21,0,0,1,1.787331978552016,0.024483999706192004,0.09793599882476801,0.342775995886688,0.07345199911857601,0.04896799941238401,0.04896799941238401,0.4162279950052641,0.0,0.0,0.19587199764953603,0.5141639938300321,0.0,0.0,0.024483999706192004
301401000,Angat,301400000.0,300000000.0,55332.0,59237.0,65617.0,67862.0,110,1,13,22,1,9,1,22,2,0,6,24,0,1,8,1.620936606642893,0.01473578733311721,0.19156523533052372,0.3241873213285786,0.01473578733311721,0.1326220859980549,0.01473578733311721,0.3241873213285786,0.02947157466623442,0.0,0.08841472399870325,0.353658895994813,0.0,0.01473578733311721,0.11788629866493767
301402000,Balagtas,301400000.0,300000000.0,65440.0,73929.0,77018.0,80221.0,335,5,22,19,37,63,29,68,3,3,17,65,1,3,0,4.175963899727004,0.062327819398910515,0.2742424053552062,0.23684571371585994,0.46122586355193773,0.7853305244262725,0.361501352513681,0.8476583438251829,0.03739669163934631,0.03739669163934631,0.21191458595629573,0.8102616521858367,0.012465563879782102,0.03739669163934631,0.0
301403000,City of Baliwag,301400000.0,300000000.0,143565.0,149954.0,168470.0,174194.0,872,13,52,43,87,108,46,173,5,15,33,238,2,20,37,5.0059129476330995,0.0746294361459063,0.2985177445836252,0.2468512118672285,0.4994431495918344,0.6199983925967599,0.2640733894393607,0.9931455733262914,0.028703629286887033,0.08611088786066111,0.18944395329345443,1.3662927540558227,0.011481451714754813,0.11481451714754813,0.21240685672296405
301404000,Bocaue,301400000.0,300000000.0,106407.0,119675.0,141412.0,147755.0,344,2,30,28,34,29,24,59,6,10,21,89,3,8,1,2.3281784034381237,0.01353592095022165,0.20303881425332476,0.18950289330310313,0.23011065615376808,0.19627085377821393,0.16243105140265982,0.3993096680315387,0.040607762850664954,0.06767960475110825,0.14212716997732733,0.6023484822848635,0.020303881425332477,0.0541436838008866,0.006767960475110825
301405000,Bulacan,301400000.0,300000000.0,71751.0,76565.0,81232.0,83101.0,231,7,10,21,14,21,21,50,2,1,11,59,0,10,4,2.7797499428406396,0.08423484675274666,0.12033549536106665,0.25270454025823996,0.16846969350549332,0.25270454025823996,0.25270454025823996,0.6016774768053332,0.024067099072213334,0.012033549536106667,0.13236904489717333,0.7099794226302933,0.0,0.12033549536106665,0.04813419814442667
301406000,Bustos,301400000.0,300000000.0,62415.0,67039.0,77199.0,80565.0,137,4,15,20,4,9,4,22,3,0,7,43,0,4,2,1.7004902873456216,0.049649351455346616,0.1861850679575498,0.24824675727673307,0.049649351455346616,0.11171104077452988,0.049649351455346616,0.2730714330044064,0.03723701359150996,0.0,0.08688636504685658,0.5337305281449761,0.0,0.049649351455346616,0.024824675727673308
301407000,Calumpit,301400000.0,300000000.0,101068.0,108757.0,118471.0,122187.0,296,8,20,40,17,31,17,66,2,4,14,57,1,16,3,2.4225163069721,0.06547341370194865,0.16368353425487162,0.32736706850974323,0.1391310041166409,0.253709478095051,0.1391310041166409,0.5401556630410764,0.01636835342548716,0.03273670685097432,0.11457847397841013,0.46649807262638415,0.00818417671274358,0.1309468274038973,0.024552530138230742
301408000,Guiguinto,301400000.0,300000000.0,90507.0,99730.0,113415.0,118173.0,524,6,48,29,35,86,42,88,11,14,16,137,3,9,0,4.434177011669332,0.05077301921758778,0.4061841537407022,0.2454029262183409,0.2961759454359287,0.7277466087854247,0.3554111345231144,0.7446709485246207,0.09308386856557758,0.11847037817437146,0.13539471791356741,1.159317272134921,0.02538650960879389,0.07615952882638166,0.0
301409000,Hagonoy,301400000.0,300000000.0,125689.0,129807.0,133448.0,136673.0,286,2,12,41,25,35,12,58,8,1,21,59,0,12,0,2.0925859533338698,0.014633468205131958,0.08780080923079174,0.2999860982052051,0.18291835256414946,0.25608569358980926,0.08780080923079174,0.42437057794882677,0.058533872820527834,0.007316734102565979,0.15365141615388556,0.43168731205139277,0.0,0.08780080923079174,0.0
301410000,City of Malolos,301400000.0,300000000.0,234945.0,252074.0,261189.0,269809.0,1235,22,55,90,79,188,62,309,25,20,52,271,3,45,14,4.57731209855861,0.08153916288930317,0.20384790722325793,0.3335693027289675,0.292799721284316,0.6967892101449543,0.22979218632439985,1.145254606036122,0.09265813964693542,0.07412651171754835,0.1927289304656257,1.00441423377278,0.011118976757632251,0.16678465136448375,0.05188855820228384
301411000,Marilao,301400000.0,300000000.0,185624.0,221965.0,254453.0,263507.0,650,13,44,38,32,123,33,104,19,36,29,157,2,17,3,2.4667276391139517,0.04933455278227903,0.16697848634002133,0.14420869274820025,0.12143889915637915,0.46678076863233237,0.125233864755016,0.39467642225823224,0.07210434637410013,0.13661876155092653,0.11005400236046861,0.5958095989859852,0.007589931197273697,0.06451441517682642,0.011384896795910546
301412000,City of Meycauayan,301400000.0,300000000.0,199154.0,209083.0,225673.0,228023.0,1059,6,45,58,94,200,56,183,32,46,43,265,4,20,7,4.64426834135153,0.026313135078478926,0.19734851308859194,0.2543603057586296,0.4122391162295032,0.8771045026159642,0.24558926073246995,0.8025506198936072,0.14033672041855427,0.20173403560167177,0.18857746806243228,1.1621634659661526,0.017542090052319284,0.0877104502615964,0.030698657591558744
301413000,Norzagaray,301400000.0,300000000.0,103095.0,111348.0,136064.0,140697.0,135,1,11,34,8,19,7,14,0,2,7,20,1,2,9,0.9595087315294569,0.007107472085403385,0.07818219293943723,0.24165405090371508,0.05685977668322708,0.1350419696226643,0.04975230459782369,0.09950460919564738,0.0,0.01421494417080677,0.04975230459782369,0.14214944170806768,0.007107472085403385,0.01421494417080677,0.06396724876863046
301414000,Obando,301400000.0,300000000.0,58009.0,59197.0,59978.0,61073.0,113,0,2,14,9,7,8,22,0,1,21,25,0,4,0,1.8502447890229725,0.0,0.032747695380937566,0.22923386766656298,0.14736462921421903,0.11461693383328149,0.13099078152375027,0.3602246491903132,0.0,0.016373847690468783,0.3438508014998444,0.40934619226171953,0.0,0.06549539076187513,0.0
301415000,Pandi,301400000.0,300000000.0,66650.0,89075.0,155115.0,162725.0,298,21,13,29,10,12,10,34,1,4,18,136,2,4,4,1.8313104931633124,0.1290520817329851,0.07988938392994316,0.17821477953602705,0.06145337225380243,0.07374404670456292,0.06145337225380243,0.20894146566292826,0.006145337225380242,0.02458134890152097,0.11061607005684437,0.835765862651713,0.012290674450760484,0.02458134890152097,0.02458134890152097
301416000,Paombong,301400000.0,300000000.0,50940.0,53294.0,55696.0,58453.0,132,1,8,23,4,24,8,28,1,0,3,28,1,2,1,2.2582245564812755,0.017107761791524814,0.1368620943321985,0.39347852120507076,0.06843104716609925,0.41058628299659555,0.1368620943321985,0.4790173301626948,0.017107761791524814,0.0,0.051323285374574444,0.4790173301626948,0.017107761791524814,0.03421552358304963,0.017107761791524814
301417000,Plaridel,301400000.0,300000000.0,101441.0,107805.0,114432.0,120939.0,268,2,21,29,24,38,11,53,4,7,10,53,0,15,1,2.215993186647814,0.016537262586923986,0.17364125716270185,0.2397903075103978,0.19844715104308785,0.31420798915155573,0.09095494422808192,0.43823745855348567,0.03307452517384797,0.05788041905423395,0.08268631293461993,0.43823745855348567,0.0,0.1240294694019299,0.008268631293461993
301418000,Pulilan,301400000.0,300000000.0,85844.0,97323.0,108836.0,111384.0,205,11,23,27,8,29,7,38,1,1,4,45,0,5,6,1.8404797816562521,0.09875745169862817,0.20649285355167707,0.24240465416936005,0.07182360123536595,0.26036055447820156,0.0628456510809452,0.3411621058679882,0.008977950154420744,0.008977950154420744,0.035911800617682975,0.40400775694893337,0.0,0.04488975077210371,0.05386770092652445
301420000,City of San Jose Del Monte,301400000.0,300000000.0,454553.0,574089.0,651813.0,685688.0,1292,11,73,119,84,154,86,277,23,8,63,358,9,24,3,1.88423889582434,0.016042281620795462,0.1064624143925517,0.17354831935224185,0.12250469601334717,0.2245919426911365,0.12542147448985544,0.40397381899639484,0.03354295247984506,0.011667113906033064,0.09187852201001039,0.5221033472949796,0.013125503144287197,0.035001341718099196,0.0043751677147623996
301422000,San Rafael,301400000.0,300000000.0,85921.0,94655.0,103097.0,108256.0,113,10,9,24,4,4,1,32,1,0,10,15,0,2,1,1.043822051433639,0.09237363287023352,0.08313626958321016,0.22169671888856046,0.03694945314809341,0.03694945314809341,0.009237363287023353,0.2955956251847473,0.009237363287023353,0.0,0.09237363287023352,0.13856044930535028,0.0,0.018474726574046706,0.009237363287023353
301423000,Santa Maria,301400000.0,300000000.0,218351.0,256454.0,289820.0,322525.0,716,8,73,67,45,97,45,90,8,13,30,219,1,11,9,2.2199829470583676,0.02480427873808232,0.22633904348500114,0.20773583443143945,0.13952406790171304,0.3007518796992481,0.13952406790171304,0.2790481358034261,0.02480427873808232,0.040306952949383766,0.0930160452678087,0.6790171304550036,0.00310053484226029,0.034105883264863184,0.027904813580342608
301424000,Doña Remedios Trinidad,301400000.0,300000000.0,19878.0,22663.0,28656.0,30064.0,24,0,1,5,1,0,3,5,0,0,1,3,0,1,4,0.7982969664715274,0.0,0.03326237360298031,0.16631186801490153,0.03326237360298031,0.0,0.09978712080894092,0.16631186801490153,0.0,0.0,0.03326237360298031,0.09978712080894092,0.0,0.03326237360298031,0.13304949441192124
305402000,Apalit,305400000.0,300000000.0,101537.0,107965.0,117160.0,121057.0,322,3,19,33,28,52,27,43,2,2,14,87,3,7,2,2.6599040121595614,0.024781714399002123,0.15695085786034677,0.27259885838902337,0.23129600105735315,0.4295497162493701,0.2230354295910191,0.3552045730523638,0.01652114293266808,0.01652114293266808,0.11564800052867658,0.7186697175710616,0.024781714399002123,0.05782400026433829,0.01652114293266808
305404000,Bacolor,305400000.0,300000000.0,31508.0,39460.0,48066.0,59361.0,114,3,5,3,3,10,11,32,0,0,17,23,2,3,2,1.9204528225602668,0.0505382321726386,0.08423038695439766,0.0505382321726386,0.0505382321726386,0.16846077390879532,0.18530685129967486,0.5390744765081451,0.0,0.0,0.2863833156449521,0.3874597799902293,0.03369215478175907,0.0505382321726386,0.03369215478175907
305406000,Floridablanca,305400000.0,300000000.0,110846.0,125163.0,135542.0,146095.0,251,3,20,42,13,14,13,31,1,1,18,87,0,6,2,1.7180601663301276,0.020534583661316264,0.1368972244087751,0.28748417125842773,0.08898319586570382,0.09582805708614259,0.08898319586570382,0.21219069783360145,0.006844861220438756,0.006844861220438756,0.1232075019678976,0.5955029261781717,0.0,0.04106916732263253,0.013689722440877511
305407000,Guagua,305400000.0,300000000.0,111199.0,117430.0,128893.0,137948.0,770,7,46,53,28,69,113,197,6,1,58,152,5,32,3,5.581813436947256,0.05074375851770232,0.33345898454490097,0.3842027430626033,0.20297503407080927,0.5001884768173515,0.819149244642909,1.428074346855337,0.043494650158030564,0.007249108359671761,0.4204482848609621,1.1018644706701077,0.0362455417983588,0.23197146750949635,0.021747325079015282
305408000,Lubao,305400000.0,300000000.0,150843.0,160838.0,173502.0,190355.0,1068,5,40,74,31,46,107,275,6,7,62,341,0,66,8,5.610569724987523,0.026266712195634475,0.2101336975650758,0.38874734049539017,0.16285361561293374,0.24165375219983715,0.5621076409865777,1.444669170759896,0.03152005463476137,0.03677339707388826,0.3257072312258675,1.791389771742271,0.0,0.34672060098237506,0.04202673951301516
305410000,Macabebe,305400000.0,300000000.0,70777.0,75850.0,78151.0,82933.0,124,1,6,44,6,3,4,20,1,0,8,21,0,6,4,1.4951828584520033,0.012057926277838738,0.07234755766703244,0.5305487562249045,0.07234755766703244,0.03617377883351622,0.04823170511135495,0.24115852555677475,0.012057926277838738,0.0,0.0964634102227099,0.25321645183461344,0.0,0.07234755766703244,0.04823170511135495
305412000,Masantol,305400000.0,300000000.0,52407.0,57063.0,57990.0,57207.0,67,1,5,28,1,4,0,16,0,0,4,7,0,1,0,1.1711853444508538,0.017480378275385882,0.0874018913769294,0.4894505917108046,0.017480378275385882,0.06992151310154353,0.0,0.2796860524061741,0.0,0.0,0.06992151310154353,0.12236264792770114,0.0,0.017480378275385882,0.0
305414000,Minalin,305400000.0,300000000.0,44001.0,47713.0,48380.0,50126.0,174,6,6,19,3,3,22,50,0,0,21,11,0,30,3,3.4712524438415193,0.11969836013246618,0.11969836013246618,0.3790448070861429,0.05984918006623309,0.05984918006623309,0.438893987152376,0.9974863344372182,0.0,0.0,0.41894426046363165,0.219446993576188,0.0,0.598491800662331,0.05984918006623309
305417000,San Luis,305400000.0,300000000.0,49311.0,54106.0,58551.0,64674.0,7,0,0,2,0,0,0,4,0,0,0,1,0,0,0,0.10823514859139685,0.0,0.0,0.030924328168970533,0.0,0.0,0.0,0.061848656337941066,0.0,0.0,0.0,0.015462164084485266,0.0,0.0,0.0
305418000,San Simon,305400000.0,300000000.0,48353.0,53198.0,59182.0,65760.0,105,0,9,13,4,13,9,16,1,0,10,25,0,5,0,1.5967153284671534,0.0,0.13686131386861314,0.19768856447688565,0.06082725060827251,0.19768856447688565,0.13686131386861314,0.24330900243309003,0.015206812652068127,0.0,0.15206812652068127,0.38017031630170317,0.0,0.07603406326034064,0.0
305420000,Santa Rita,305400000.0,300000000.0,38762.0,40979.0,48209.0,42915.0,84,0,0,6,8,11,16,11,1,1,6,13,0,10,1,1.9573575672841665,0.0,0.0,0.1398112548060119,0.18641500640801587,0.25632063381102177,0.37283001281603173,0.25632063381102177,0.023301875801001983,0.023301875801001983,0.1398112548060119,0.30292438541302574,0.0,0.2330187580100198,0.023301875801001983
305421000,Sto. Tomas,305400000.0,300000000.0,38062.0,40475.0,42846.0,44376.0,50,0,2,4,0,3,6,11,0,0,9,3,2,10,0,1.1267351721651344,0.0,0.04506940688660537,0.09013881377321074,0.0,0.06760411032990807,0.13520822065981614,0.24788173787632958,0.0,0.0,0.20281233098972418,0.06760411032990807,0.04506940688660537,0.22534703443302687,0.0
305422000,Sasmuan,305400000.0,300000000.0,27254.0,28004.0,29076.0,32081.0,145,0,2,14,1,2,14,50,0,0,25,4,0,33,0,4.5198092328792745,0.0,0.0623421963155762,0.4363953742090334,0.0311710981577881,0.0623421963155762,0.4363953742090334,1.558554907889405,0.0,0.0,0.7792774539447025,0.1246843926311524,0.0,1.0286462392070073,0.0
307104000,Castillejos,307100000.0,300000000.0,48845.0,64841.0,67889.0,70105.0,108,3,6,24,0,1,0,14,2,1,7,47,0,1,2,1.5405463233720849,0.04279295342700235,0.0855859068540047,0.3423436274160188,0.0,0.014264317809000785,0.0,0.19970044932601097,0.02852863561800157,0.014264317809000785,0.09985022466300549,0.6704229370230369,0.0,0.014264317809000785,0.02852863561800157
307109000,San Antonio,307100000.0,300000000.0,34217.0,34661.0,37450.0,38617.0,171,15,5,20,1,18,12,28,2,1,30,20,0,14,5,4.428101613279126,0.3884299660771163,0.12947665535903877,0.5179066214361551,0.025895331071807755,0.4661159592925396,0.31074397286169303,0.7250692700106172,0.05179066214361551,0.025895331071807755,0.7768599321542325,0.5179066214361551,0.0,0.3625346350053086,0.12947665535903877
307111000,San Marcelino,307100000.0,300000000.0,31879.0,33665.0,37719.0,39542.0,98,0,8,22,3,7,4,11,2,3,6,17,0,10,5,2.478377421475899,0.0,0.2023165242021142,0.556370441555814,0.07586869657579283,0.17702695867684992,0.1011582621010571,0.278185220777907,0.05057913105052855,0.07586869657579283,0.15173739315158566,0.4299226139294927,0.0,0.2528956552526428,0.1264478276263214
307112000,San Narciso,307100000.0,300000000.0,26966.0,28360.0,30759.0,32180.0,16,0,1,6,3,0,0,6,0,0,0,0,0,0,0,0.49720323182100684,0.0,0.031075201988812928,0.1864512119328776,0.0932256059664388,0.0,0.0,0.1864512119328776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307114000,Subic,307100000.0,300000000.0,89724.0,104771.0,111912.0,116788.0,1228,14,42,45,24,142,39,246,51,8,58,539,4,10,6,10.514778915642017,0.11987532965715655,0.3596259889714697,0.3853135596122889,0.2055005651265541,1.2158783436654452,0.3339384183306504,2.1063807925471796,0.4366887008939274,0.06850018837551804,0.4966263657225058,4.615200191800527,0.03425009418775902,0.08562523546939754,0.051375141281638524
331400000,City of Olongapo,331400000.0,300000000.0,,,,,1044,95,31,67,38,192,29,205,9,24,48,251,0,30,25,,,,,,,,,,,,,,,
401001000,Agoncillo,401000000.0,400000000.0,35794.0,38059.0,39101.0,40662.0,57,1,3,18,4,3,2,7,1,0,7,10,0,1,0,1.401800206581083,0.024592986080369878,0.07377895824110964,0.4426737494466578,0.09837194432147951,0.07377895824110964,0.049185972160739756,0.17215090256258916,0.024592986080369878,0.0,0.17215090256258916,0.2459298608036988,0.0,0.024592986080369878,0.0
401002000,Alitagtag,401000000.0,400000000.0,23649.0,25300.0,26819.0,28033.0,67,2,1,13,0,1,4,5,0,0,11,22,0,5,3,2.3900403096350726,0.07134448685477829,0.035672243427389144,0.46373916455605896,0.0,0.035672243427389144,0.14268897370955658,0.17836121713694575,0.0,0.0,0.3923946777012806,0.7847893554025612,0.0,0.17836121713694575,0.10701673028216745
401003000,Balayan,401000000.0,400000000.0,81805.0,90699.0,95913.0,96939.0,201,1,8,34,14,22,4,17,1,1,11,53,0,29,6,2.0734688824931142,0.010315765584542858,0.08252612467634286,0.3507360298744571,0.1444207181836,0.22694684285994285,0.04126306233817143,0.17536801493722856,0.010315765584542858,0.010315765584542858,0.11347342142997142,0.5467355759807715,0.0,0.29915720195174283,0.06189459350725714
401004000,Balete,401000000.0,400000000.0,20214.0,22661.0,24055.0,24202.0,83,3,0,13,0,3,1,10,0,0,5,41,0,1,6,3.4294686389554583,0.12395669779357077,0.0,0.5371456904388068,0.0,0.12395669779357077,0.04131889926452359,0.4131889926452359,0.0,0.0,0.20659449632261795,1.6940748698454675,0.0,0.04131889926452359,0.24791339558714154
